value,state,wstate,wstateval,ecity,ecityval,wcity,wcityval,,JOB TITLE VAL,JOB TITLE,,,,JOB TITLE VAL,JOB TITLE,,,W-CITY,W-CITY VAL,,,E-CITY,E-CITY VAL
,,,,,,PARDEEVILLE,1,,,,,,,,,,,,,,,,
,,,,,,SITKA,1,,,,,,,,,,,,,,,,
,,,,,,TREVOSE MINNETONKA,1,,,,,,,,,,,,,,,,
,,,,,,SNOWFLAKE,1,,,,,,,,,,,,,,,,
,,,,,,GAINESVILLLE,1,,,,,,,,,,,,,,,,
,,,,,,CLE ELUM,1,,,,,,,,,,,,,,,,
,,,,,,CENTENNIAL(CO),1,,,,,,,,,,,,,,,,
,,,,,,NEW Y YORK,1,,,,,,,,,,,,,,,,
,,,,,,COLUMUBS,1,,,,,,,,,,,,,,,,
,,,,,,MEDFIELD,1,,,,,,,,,,,,,,,,
,,,,,,PLEASTON,1,,,,,,,,,,,,,,,,
,,,,,,CITY HOUSTON,1,,,,,,,,,,,,,,,,
,,,,,,WILMINGTON DR,1,,,,,,,,,,,,,,,,
,,,,,,TUCSCON,1,,,,,,,,,,,,,,,,
,,,,,,SEWAREN,1,,,,,,,,,,,,,,,,
,,,,,,HOPEWELL JCT,1,,,,,,,,,,,,,,,,
,,,,,,GRATERFORD,1,,,,,,,,,,,,,,,,
,,,,,,2105 SUSQUEHANNA HALL,1,,,,,,,,,,,,,,,,
,,,,,,CAMP,1,,,,,,,,,,,,,,,,
,,,,,,ELOY,1,,,,,,,,,,,,,,,,
,,,,,,ORACLE,1,,,,,,,,,,,,,,,,
,,,,,,LINDALE,1,,,,,,,,,,,,,,,,
,,,,,,WILMER,1,,,,,,,,,,,,,,,,
,,,,,,"1600 LIND AVE,SW #400",1,,,,,,,,,,,,,,,,
,,,,,,201-2,1,,,,,,,,,,,,,,,,
,,,,,,LITTEL FALLS,1,,,,,,,,,,,,,,,,
,,,,,,DUNDALK,1,,,,,,,,,,,,,,,,
,,,,,,NORTH RENTON,1,,,,,,,,,,,,,,,,
,,,,,,PARISSPANY,1,,,,,,,,,,,,,,,,
,,,,,,LOOKOUT MOUNTAIN,1,,,,,,,,,,,,,,,,
,,,,,,BENTON HARBOUR,1,,,,,,,,,,,,,,,,
,,,,,,MOUNTAIN HOME,1,,,,,,,,,,,,,,,,
,,,,,,WYMAN,1,,,,,,,,,,,,,,,,
,,,,,,"NAPERVILLE,",1,,,,,,,,,,,,,,,,
,,,,,,ST BISMARK,1,,,,,,,,,,,,,,,,
,,,,,,OTARIO,1,,,,,,,,,,,,,,,,
,,,,,,WEST LAFEYETTE,1,,,,,,,,,,,,,,,,
,,,,,,METRO ALPHARETTA,1,,,,,,,,,,,,,,,,
,,,,,,ATASCADERO,1,,,,,,,,,,,,,,,,
,,,,,,PACKANACK LAKE,1,,,,,,,,,,,,,,,,
,,,,,,W. CHICAGO,1,,,,,,,,,,,,,,,,
,,,,,,ALPHARETT,1,,,,,,,,,,,,,,,,
,,,,,,NEW YPRK,1,,,,,,,,,,,,,,,,
,,,,,,CROSSETT,1,,,,,,,,,,,,,,,,
,,,,,,PARSIPPANY TROY HILLS,1,,,,,,,,,,,,,,,,
,,,,,,WASHOUGAL,1,,,,,,,,,,,,,,,,
,,,,,,READINGTON TOWNSHIP,1,,,,,,,,,,,,,,,,
,,,,,,SILVERDALE,1,,,,,,,,,,,,,,,,
,,,,,,PERKIN,1,,,,,,,,,,,,,,,,
,,,,,,KUNIA,1,,,,,,,,,,,,,,,,
,,,,,,CASHTON,1,,,,,,,,,,,,,,,,
,,,,,,MILLWOOD,1,,,,,,,,,,,,,,,,
,,,,,,NEW YEW YORK,1,,,,,,,,,,,,,,,,
,,,,,,950 OTTAWA AVE.,1,,,,,,,,,,,,,,,,
,,,,,,CARROLTTON,1,,,,,,,,,,,,,,,,
,,,,,,BUFFALOGROVE,1,,,,,,,,,,,,,,,,
,,,,,,"JERSEY CITY, NJ",1,,,,,,,,,,,,,,,,
,,,,,,"WILMIMGTON,",1,,,,,,,,,,,,,,,,
,,,,,,"BRONX, NEW YORK",1,,,,,,,,,,,,,,,,
,,,,,,SAUSLAITO,1,,,,,,,,,,,,,,,,
,,,,,,HAM LAKE,1,,,,,,,,,,,,,,,,
,,,,,,BOYONNE,1,,,,,,,,,,,,,,,,
,,,,,,GRAND SALINE,1,,,,,,,,,,,,,,,,
,,,,,,MECHANISBURGH,1,,,,,,,,,,,,,,,,
,,,,,,EAST LYME,1,,,,,,,,,,,,,,,,
,,,,,,"SLEEPY HOLLOW, NEW YORK",1,,,,,,,,,,,,,,,,
,,,,,,SWEETWTER,1,,,,,,,,,,,,,,,,
,,,,,,ANNAHEIM,1,,,,,,,,,,,,,,,,
,,,,,,VENETIA,1,,,,,,,,,,,,,,,,
,,,,,,NEW HARTFOD,1,,,,,,,,,,,,,,,,
,,,,,,HAWARYD,1,,,,,,,,,,,,,,,,
,,,,,,RABUN GAP,1,,,,,,,,,,,,,,,,
,,,,,,WINSTON - SALEM,1,,,,,,,,,,,,,,,,
,,,,,,BROWARD,1,,,,,,,,,,,,,,,,
,,,,,,PRINCEON,1,,,,,,,,,,,,,,,,
,,,,,,ROLLING MEADOW,1,,,,,,,,,,,,,,,,
,,,,,,ST. JOHNSBURY,1,,,,,,,,,,,,,,,,
,,,,,,BARDSTOWN,1,,,,,,,,,,,,,,,,
,,,,,,"FORT WASHINGTON,",1,,,,,,,,,,,,,,,,
,,,,,,FEASTERVILLE  TREVOSE,1,,,,,,,,,,,,,,,,
,,,,,,RESEARCH TRAINGLE PARK,1,,,,,,,,,,,,,,,,
,,,,,,REDWING,1,,,,,,,,,,,,,,,,
,,,,,,COLOUMBIA,1,,,,,,,,,,,,,,,,
,,,,,,WLLIAMSPORT,1,,,,,,,,,,,,,,,,
,,,,,,"SPRING,",1,,,,,,,,,,,,,,,,
,,,,,,"HOUSTON, TX -77056",1,,,,,,,,,,,,,,,,
,,,,,,EASTHAMPTON,1,,,,,,,,,,,,,,,,
,,,,,,CALSBAD,1,,,,,,,,,,,,,,,,
,,,,,,LRVING,1,,,,,,,,,,,,,,,,
,,,,,,TRAVOSE,1,,,,,,,,,,,,,,,,
,,,,,,SUITE 203,1,,,,,,,,,,,,,,,,
,,,,,,YONA,1,,,,,,,,,,,,,,,,
,,,,,,EGG HARBOR,1,,,,,,,,,,,,,,,,
,,,,,,GROSSE POINTE,1,,,,,,,,,,,,,,,,
,,,,,,MARISSA,1,,,,,,,,,,,,,,,,
,,,,,,"BOSTON, MA",1,,,,,,,,,,,,,,,,
,,,,,,POMPTON LAKES,1,,,,,,,,,,,,,,,,
,,,,,,WEST RICHLAND,1,,,,,,,,,,,,,,,,
,,,,,,NEW BALTIMORE,1,,,,,,,,,,,,,,,,
,,,,,,OKEECHOBEE,1,,,,,,,,,,,,,,,,
,,,,,,"SOUTH SAN FRANCISCO,",1,,,,,,,,,,,,,,,,
,,,,,,WAMPSVILLE,1,,,,,,,,,,,,,,,,
,,,,,,BALADWIN PARK,1,,,,,,,,,,,,,,,,
,,,,,,REDMOND WA,1,,,,,,,,,,,,,,,,
,,,,,,COMMERCIE,1,,,,,,,,,,,,,,,,
,,,,,,"ROANOKE,",1,,,,,,,,,,,,,,,,
,,,,,,EANGLEWOOD,1,,,,,,,,,,,,,,,,
,,,,,,MEDIAPOLIS,1,,,,,,,,,,,,,,,,
,,,,,,"SUMMIT,",1,,,,,,,,,,,,,,,,
,,,,,,"TRENTON,",1,,,,,,,,,,,,,,,,
,,,,,,"ANCHORAGE,",1,,,,,,,,,,,,,,,,
,,,,,,CHARLOTTES,1,,,,,,,,,,,,,,,,
,,,,,,SYLVAN LAKE,1,,,,,,,,,,,,,,,,
,,,,,,MUNFORD,1,,,,,,,,,,,,,,,,
,,,,,,MARIMACK,1,,,,,,,,,,,,,,,,
,,,,,,DALLAS TX,1,,,,,,,,,,,,,,,,
,,,,,,EI SEGUNDO,1,,,,,,,,,,,,,,,,
,,,,,,KENNDY TWP,1,,,,,,,,,,,,,,,,
,,,,,,EAST RIDGE,1,,,,,,,,,,,,,,,,
,,,,,,SEVIERVILLE,1,,,,,,,,,,,,,,,,
,,,,,,GREEN COVE SPRINGS,1,,,,,,,,,,,,,,,,
,,,,,,BLUE RIDGE,1,,,,,,,,,,,,,,,,
,,,,,,NIAGARA,1,,,,,,,,,,,,,,,,
,,,,,,BONITA SPGS,1,,,,,,,,,,,,,,,,
,,,,,,LOS ANELES,1,,,,,,,,,,,,,,,,
,,,,,,ROCKYVILLE,1,,,,,,,,,,,,,,,,
,,,,,,"MILPITAS,CA 95035",1,,,,,,,,,,,,,,,,
,,,,,,SUITE 250,1,,,,,,,,,,,,,,,,
,,,,,,"BUILDING C, SUITE 230",1,,,,,,,,,,,,,,,,
,,,,,,DAVISBURG,1,,,,,,,,,,,,,,,,
,,,,,,JUANA DIAZ,1,,,,,,,,,,,,,,,,
,,,,,,SUITE 401,1,,,,,,,,,,,,,,,,
,,,,,,MORGANFIELD,1,,,,,,,,,,,,,,,,
,,,,,,RESEARCH TRANGLE PARK,1,,,,,,,,,,,,,,,,
,,,,,,EMMETSBURG,1,,,,,,,,,,,,,,,,
,,,,,,", JERSEY CITY",1,,,,,,,,,,,,,,,,
,,,,,,MILNOR,1,,,,,,,,,,,,,,,,
,,,,,,CHARELSTON,1,,,,,,,,,,,,,,,,
,,,,,,ALGONGUIN,1,,,,,,,,,,,,,,,,
,,,,,,CUTLER BAY,1,,,,,,,,,,,,,,,,
,,,,,,LINCON,1,,,,,,,,,,,,,,,,
,,,,,,DALVE,1,,,,,,,,,,,,,,,,
,,,,,,TARYYTOWN,1,,,,,,,,,,,,,,,,
,,,,,,BALTIMOE,1,,,,,,,,,,,,,,,,
,,,,,,SARTA CLARA,1,,,,,,,,,,,,,,,,
,,,,,,MOORELAND,1,,,,,,,,,,,,,,,,
,,,,,,CARUTHERS,1,,,,,,,,,,,,,,,,
,,,,,,DOVER FOXCROFT,1,,,,,,,,,,,,,,,,
,,,,,,WAIPAHU,1,,,,,,,,,,,,,,,,
,,,,,,BREWTON,1,,,,,,,,,,,,,,,,
,,,,,,LEADWOOD,1,,,,,,,,,,,,,,,,
,,,,,,CITY IF INDUSTRY,1,,,,,,,,,,,,,,,,
,,,,,,WEST WAUKEGAN,1,,,,,,,,,,,,,,,,
,,,,,,"7980 TURIN RD., BLDG. 1",1,,,,,,,,,,,,,,,,
,,,,,,MEADOWBROOK,1,,,,,,,,,,,,,,,,
,,,,,,BARON ROUGE,1,,,,,,,,,,,,,,,,
,,,,,,HONOLULU`,1,,,,,,,,,,,,,,,,
,,,,,,MUTTONTOWN,1,,,,,,,,,,,,,,,,
,,,,,,WEST CARROLTON,1,,,,,,,,,,,,,,,,
,,,,,,ELK POINT,1,,,,,,,,,,,,,,,,
,,,,,,SYSKESVILLE,1,,,,,,,,,,,,,,,,
,,,,,,MAISON,1,,,,,,,,,,,,,,,,
,,,,,,FREER,1,,,,,,,,,,,,,,,,
,,,,,,KANEOHE,1,,,,,,,,,,,,,,,,
,,,,,,SAVANNA,1,,,,,,,,,,,,,,,,
,,,,,,WINDSOR MIL,1,,,,,,,,,,,,,,,,
,,,,,,EAST TROY,1,,,,,,,,,,,,,,,,
,,,,,,MALAKOFF,1,,,,,,,,,,,,,,,,
,,,,,,UNIVERSITY CITY,1,,,,,,,,,,,,,,,,
,,,,,,WINAMAC,1,,,,,,,,,,,,,,,,
,,,,,,ARLINGTON HIEGHTS,1,,,,,,,,,,,,,,,,
,,,,,,SELKIRK,1,,,,,,,,,,,,,,,,
,,,,,,WHITNEY POINT,1,,,,,,,,,,,,,,,,
,,,,,,WESTLAKE VLG,1,,,,,,,,,,,,,,,,
,,,,,,203 RESEARCH DRIVE  3RD FLOOR,1,,,,,,,,,,,,,,,,
,,,,,,ORANCE,1,,,,,,,,,,,,,,,,
,,,,,,SAN FRNACISCO,1,,,,,,,,,,,,,,,,
,,,,,,# 47644 MI METRO DIVISION,1,,,,,,,,,,,,,,,,
,,,,,,DU PAGE,1,,,,,,,,,,,,,,,,
,,,,,,HERCULANEUM,1,,,,,,,,,,,,,,,,
,,,,,,WEST AMERICUS,1,,,,,,,,,,,,,,,,
,,,,,,TUKWIL,1,,,,,,,,,,,,,,,,
,,,,,,ROGUE RIVER,1,,,,,,,,,,,,,,,,
,,,,,,AKIAK,1,,,,,,,,,,,,,,,,
,,,,,,NORTH TONAWANDA,1,,,,,,,,,,,,,,,,
,,,,,,ALPHRARETTA,1,,,,,,,,,,,,,,,,
,,,,,,AMASA,1,,,,,,,,,,,,,,,,
,,,,,,PEACH SPRINGS,1,,,,,,,,,,,,,,,,
,,,,,,LAKE WYLIE,1,,,,,,,,,,,,,,,,
,,,,,,EMMONAK,1,,,,,,,,,,,,,,,,
,,,,,,KOTLIK,1,,,,,,,,,,,,,,,,
,,,,,,FRANKLIN LAKE,1,,,,,,,,,,,,,,,,
,,,,,,GURDON,1,,,,,,,,,,,,,,,,
,,,,,,PEMBINA,1,,,,,,,,,,,,,,,,
,,,,,,"NASHVILLE, TN",1,,,,,,,,,,,,,,,,
,,,,,,HOPEDALE,1,,,,,,,,,,,,,,,,
,,,,,,2ND FLOOR,1,,,,,,,,,,,,,,,,
,,,,,,SLIVER SPRING,1,,,,,,,,,,,,,,,,
,,,,,,"LONG BEACH, CA 90802",1,,,,,,,,,,,,,,,,
,,,,,,HUTTO,1,,,,,,,,,,,,,,,,
,,,,,,MT. HOLLY,1,,,,,,,,,,,,,,,,
,,,,,,IRON RIVER,1,,,,,,,,,,,,,,,,
,,,,,,LANDOVER DRIVE,1,,,,,,,,,,,,,,,,
,,,,,,WEST LAKE VILLAGE,1,,,,,,,,,,,,,,,,
,,,,,,SANDY SRPINGS,1,,,,,,,,,,,,,,,,
,,,,,,TUCUMCARI,1,,,,,,,,,,,,,,,,
,,,,,,RICHLAND HILLS,1,,,,,,,,,,,,,,,,
,,,,,,LAKE ST LOUIS,1,,,,,,,,,,,,,,,,
,,,,,,ALPHARTETTA,1,,,,,,,,,,,,,,,,
,,,,,,W MELBOURNE,1,,,,,,,,,,,,,,,,
,,,,,,MARENISCO,1,,,,,,,,,,,,,,,,
,,,,,,CRYSTAL FALLS,1,,,,,,,,,,,,,,,,
,,,,,,PITTSTON,1,,,,,,,,,,,,,,,,
,,,,,,CHEVAK,1,,,,,,,,,,,,,,,,
,,,,,,BELLE ISLE,1,,,,,,,,,,,,,,,,
,,,,,,TOKSOOK BAY,1,,,,,,,,,,,,,,,,
,,,,,,MCEWEN,1,,,,,,,,,,,,,,,,
,,,,,,SOUTH SAN FRACISCO,1,,,,,,,,,,,,,,,,
,,,,,,EMEREYVILLE,1,,,,,,,,,,,,,,,,
,,,,,,SPRING GROVE,1,,,,,,,,,,,,,,,,
,,,,,,WEST DETROIT,1,,,,,,,,,,,,,,,,
,,,,,,CHADDS&NBSP; FORD,1,,,,,,,,,,,,,,,,
,,,,,,EAST PALESTINE,1,,,,,,,,,,,,,,,,
,,,,,,HUSTISFORD,1,,,,,,,,,,,,,,,,
,,,,,,WHITE CASTLE,1,,,,,,,,,,,,,,,,
,,,,,,CRAWFORD,1,,,,,,,,,,,,,,,,
,,,,,,ST PETESBURG,1,,,,,,,,,,,,,,,,
,,,,,,GARNERVILLE,1,,,,,,,,,,,,,,,,
,,,,,,NORTHWALES,1,,,,,,,,,,,,,,,,
,,,,,,"TALLAHASSEE,",1,,,,,,,,,,,,,,,,
,,,,,,HATO REY,1,,,,,,,,,,,,,,,,
,,,,,,GRUVER,1,,,,,,,,,,,,,,,,
,,,,,,PLEASETON,1,,,,,,,,,,,,,,,,
,,,,,,WILLIAMSON,1,,,,,,,,,,,,,,,,
,,,,,,"MURRAY HILL,",1,,,,,,,,,,,,,,,,
,,,,,,WINDSOR HEIGHTS,1,,,,,,,,,,,,,,,,
,,,,,,EASY SYRACUSE,1,,,,,,,,,,,,,,,,
,,,,,,20901 OAKWOOD BLVD.,1,,,,,,,,,,,,,,,,
,,,,,,MENA,1,,,,,,,,,,,,,,,,
,,,,,,SUITE 800,1,,,,,,,,,,,,,,,,
,,,,,,WSTBOROUGH,1,,,,,,,,,,,,,,,,
,,,,,,BROOKLYN NY 11209,1,,,,,,,,,,,,,,,,
,,,,,,DESHLER,1,,,,,,,,,,,,,,,,
,,,,,,ST. MARY'S,1,,,,,,,,,,,,,,,,
,,,,,,HOLTON,1,,,,,,,,,,,,,,,,
,,,,,,COBURG,1,,,,,,,,,,,,,,,,
,,,,,,METAMORA,1,,,,,,,,,,,,,,,,
,,,,,,ADAIRVILLE,1,,,,,,,,,,,,,,,,
,,,,,,LAPLACE,1,,,,,,,,,,,,,,,,
,,,,,,BLLINGS,1,,,,,,,,,,,,,,,,
,,,,,,HYDE,1,,,,,,,,,,,,,,,,
,,,,,,SHARPSBURG,1,,,,,,,,,,,,,,,,
,,,,,,BERINO,1,,,,,,,,,,,,,,,,
,,,,,,AVON PARK,1,,,,,,,,,,,,,,,,
,,,,,,RANCHO,1,,,,,,,,,,,,,,,,
,,,,,,PLEASURE RIDGE PARK,1,,,,,,,,,,,,,,,,
,,,,,,DANSVILLE,1,,,,,,,,,,,,,,,,
,,,,,,DIX HILL,1,,,,,,,,,,,,,,,,
,,,,,,BENBROOK,1,,,,,,,,,,,,,,,,
,,,,,,"HANOVER, MD",1,,,,,,,,,,,,,,,,
,,,,,,EVERGREEN,1,,,,,,,,,,,,,,,,
,,,,,,PITTSURGH,1,,,,,,,,,,,,,,,,
,,,,,,18200 VON KARMAN AVE. STE. 790,1,,,,,,,,,,,,,,,,
,,,,,,LANETT,1,,,,,,,,,,,,,,,,
,,,,,,PANAROMA,1,,,,,,,,,,,,,,,,
,,,,,,SUNNYVALLE,1,,,,,,,,,,,,,,,,
,,,,,,GLEN FALLS,1,,,,,,,,,,,,,,,,
,,,,,,ACARDIA,1,,,,,,,,,,,,,,,,
,,,,,,"FORT WASHINGTON, PA",1,,,,,,,,,,,,,,,,
,,,,,,AZLE,1,,,,,,,,,,,,,,,,
,,,,,,"ROSEVILLE,",1,,,,,,,,,,,,,,,,
,,,,,,KENNETH CITY,1,,,,,,,,,,,,,,,,
,,,,,,"BINGHAM FARMS, SOUTHFIELD",1,,,,,,,,,,,,,,,,
,,,,,,JERICO,1,,,,,,,,,,,,,,,,
,,,,,,TEMP,1,,,,,,,,,,,,,,,,
,,,,,,TAVERNIER,1,,,,,,,,,,,,,,,,
,,,,,,CITY OF ORANGE,1,,,,,,,,,,,,,,,,
,,,,,,26200 ENTERPRISE WAY,1,,,,,,,,,,,,,,,,
,,,,,,WEST GROVE,1,,,,,,,,,,,,,,,,
,,,,,,HUDSON FALLS,1,,,,,,,,,,,,,,,,
,,,,,,ALPARETTA,1,,,,,,,,,,,,,,,,
,,,,,,ST RALEIGH,1,,,,,,,,,,,,,,,,
,,,,,,SUGARCREEK,1,,,,,,,,,,,,,,,,
,,,,,,PENDERGRASS,1,,,,,,,,,,,,,,,,
,,,,,,LACROSSE,1,,,,,,,,,,,,,,,,
,,,,,,"18000 STUDEBAKER ROAD, #200",1,,,,,,,,,,,,,,,,
,,,,,,O'FALLAN,1,,,,,,,,,,,,,,,,
,,,,,,UNION CTY,1,,,,,,,,,,,,,,,,
,,,,,,FARNKLIN,1,,,,,,,,,,,,,,,,
,,,,,,TENPLE CITY,1,,,,,,,,,,,,,,,,
,,,,,,1000 CHRYSLER DR.,1,,,,,,,,,,,,,,,,
,,,,,,LINCROFT,1,,,,,,,,,,,,,,,,
,,,,,,OGALLALA,1,,,,,,,,,,,,,,,,
,,,,,,COAL GROVE,1,,,,,,,,,,,,,,,,
,,,,,,ELMENDORF,1,,,,,,,,,,,,,,,,
,,,,,,ATALANTA,1,,,,,,,,,,,,,,,,
,,,,,,ARLINGTO HEIGHTS,1,,,,,,,,,,,,,,,,
,,,,,,MONTREREY PARK,1,,,,,,,,,,,,,,,,
,,,,,,DENVER CITY,1,,,,,,,,,,,,,,,,
,,,,,,COLLEVILLE,1,,,,,,,,,,,,,,,,
,,,,,,TRABUCO CANYON,1,,,,,,,,,,,,,,,,
,,,,,,"CAMBRIDGE,",1,,,,,,,,,,,,,,,,
,,,,,,LEWISVILE,1,,,,,,,,,,,,,,,,
,,,,,,COLUMNUS,1,,,,,,,,,,,,,,,,
,,,,,,BARCELONETA,1,,,,,,,,,,,,,,,,
,,,,,,AVILLA,1,,,,,,,,,,,,,,,,
,,,,,,FT. MORGAN,1,,,,,,,,,,,,,,,,
,,,,,,RUSH,1,,,,,,,,,,,,,,,,
,,,,,,POTOMAC FALLS,1,,,,,,,,,,,,,,,,
,,,,,,HAMSHIRE,1,,,,,,,,,,,,,,,,
,,,,,,MAYFIELD HTS.,1,,,,,,,,,,,,,,,,
,,,,,,SWAMPSCOTT,1,,,,,,,,,,,,,,,,
,,,,,,PIMA,1,,,,,,,,,,,,,,,,
,,,,,,SHERTZ,1,,,,,,,,,,,,,,,,
,,,,,,WASECA,1,,,,,,,,,,,,,,,,
,,,,,,"NEWPORT NEWS,",1,,,,,,,,,,,,,,,,
,,,,,,HOLDREGE,1,,,,,,,,,,,,,,,,
,,,,,,FRANKLINLAKES,1,,,,,,,,,,,,,,,,
,,,,,,ROOM 646,1,,,,,,,,,,,,,,,,
,,,,,,MINGO JUNCTION,1,,,,,,,,,,,,,,,,
,,,,,,TENNESSEE COLONY,1,,,,,,,,,,,,,,,,
,,,,,,DRESDEN,1,,,,,,,,,,,,,,,,
,,,,,,SOMERET,1,,,,,,,,,,,,,,,,
,,,,,,CHARLLOTTE,1,,,,,,,,,,,,,,,,
,,,,,,SPARK GLENCOE,1,,,,,,,,,,,,,,,,
,,,,,,NEWWARK,1,,,,,,,,,,,,,,,,
,,,,,,CATAWBA,1,,,,,,,,,,,,,,,,
,,,,,,LAKE GENEVA,1,,,,,,,,,,,,,,,,
,,,,,,DOVE CANYON,1,,,,,,,,,,,,,,,,
,,,,,,FARMINGTONS HILLS,1,,,,,,,,,,,,,,,,
,,,,,,"RESTON, VA 20190",1,,,,,,,,,,,,,,,,
,,,,,,MCLEANSVILLE,1,,,,,,,,,,,,,,,,
,,,,,,WEST HOUSTON,1,,,,,,,,,,,,,,,,
,,,,,,IRONDALE,1,,,,,,,,,,,,,,,,
,,,,,,3911 BEN HUR AVENUE,1,,,,,,,,,,,,,,,,
,,,,,,MEMHPIS,1,,,,,,,,,,,,,,,,
,,,,,,CUTHBERT,1,,,,,,,,,,,,,,,,
,,,,,,DELANCO,1,,,,,,,,,,,,,,,,
,,,,,,RICHFORD,1,,,,,,,,,,,,,,,,
,,,,,,FRANSVILLE,1,,,,,,,,,,,,,,,,
,,,,,,"TAMPA, FL",1,,,,,,,,,,,,,,,,
,,,,,,KING OF PRUSSIAA,1,,,,,,,,,,,,,,,,
,,,,,,OCILLA,1,,,,,,,,,,,,,,,,
,,,,,,D,1,,,,,,,,,,,,,,,,
,,,,,,INDIANAPOLISH,1,,,,,,,,,,,,,,,,
,,,,,,", SAN JOSE,",1,,,,,,,,,,,,,,,,
,,,,,,MCLEAV,1,,,,,,,,,,,,,,,,
,,,,,,P,1,,,,,,,,,,,,,,,,
,,,,,,SUITE#611,1,,,,,,,,,,,,,,,,
,,,,,,MATTESON,1,,,,,,,,,,,,,,,,
,,,,,,NORTH LOGAN,1,,,,,,,,,,,,,,,,
,,,,,,CAPISTRANO BEACH,1,,,,,,,,,,,,,,,,
,,,,,,"SEATTLE, WA 98134",1,,,,,,,,,,,,,,,,
,,,,,,UNION POINT,1,,,,,,,,,,,,,,,,
,,,,,,KETCHUM,1,,,,,,,,,,,,,,,,
,,,,,,IRMO,1,,,,,,,,,,,,,,,,
,,,,,,ROCKSVILLE,1,,,,,,,,,,,,,,,,
,,,,,,REDFORD TOWNSHIP,1,,,,,,,,,,,,,,,,
,,,,,,SCHEREVILLE,1,,,,,,,,,,,,,,,,
,,,,,,CHELAN,1,,,,,,,,,,,,,,,,
,,,,,,MONETARY PARK,1,,,,,,,,,,,,,,,,
,,,,,,PACIFICA,1,,,,,,,,,,,,,,,,
,,,,,,SUITE 130,1,,,,,,,,,,,,,,,,
,,,,,,PAGELAND,1,,,,,,,,,,,,,,,,
,,,,,,HUGER,1,,,,,,,,,,,,,,,,
,,,,,,LANDIS,1,,,,,,,,,,,,,,,,
,,,,,,DELMONT,1,,,,,,,,,,,,,,,,
,,,,,,ALLENHURST,1,,,,,,,,,,,,,,,,
,,,,,,HICKSVLLE,1,,,,,,,,,,,,,,,,
,,,,,,SOCTTSDALE,1,,,,,,,,,,,,,,,,
,,,,,,SHARPSVILLE,1,,,,,,,,,,,,,,,,
,,,,,,NORTHRBOOK,1,,,,,,,,,,,,,,,,
,,,,,,DORSCHESTER,1,,,,,,,,,,,,,,,,
,,,,,,EAST THETFORD,1,,,,,,,,,,,,,,,,
,,,,,,NAVESINK,1,,,,,,,,,,,,,,,,
,,,,,,W. CHESTERFIELD,1,,,,,,,,,,,,,,,,
,,,,,,SALIEN,1,,,,,,,,,,,,,,,,
,,,,,,STONINGTON,1,,,,,,,,,,,,,,,,
,,,,,,TENNINGTON,1,,,,,,,,,,,,,,,,
,,,,,,"SALEM,",1,,,,,,,,,,,,,,,,
,,,,,,HILLBOROUGH,1,,,,,,,,,,,,,,,,
,,,,,,MY LAUREL,1,,,,,,,,,,,,,,,,
,,,,,,EL SAGUNDO,1,,,,,,,,,,,,,,,,
,,,,,,WISCONSIN,1,,,,,,,,,,,,,,,,
,,,,,,TROY CITY,1,,,,,,,,,,,,,,,,
,,,,,,CHIGAGO,1,,,,,,,,,,,,,,,,
,,,,,,CHARLOTTE HALL,1,,,,,,,,,,,,,,,,
,,,,,,LITTLE SPRINGS,1,,,,,,,,,,,,,,,,
,,,,,,AFFTON,1,,,,,,,,,,,,,,,,
,,,,,,KING PRUSSIA,1,,,,,,,,,,,,,,,,
,,,,,,WEISER,1,,,,,,,,,,,,,,,,
,,,,,,HANNIABL,1,,,,,,,,,,,,,,,,
,,,,,,APLPHARETTA,1,,,,,,,,,,,,,,,,
,,,,,,PALMERTON,1,,,,,,,,,,,,,,,,
,,,,,,THALLAHASSE,1,,,,,,,,,,,,,,,,
,,,,,,RANCHO PALOS,1,,,,,,,,,,,,,,,,
,,,,,,LIVERTYVILLE,1,,,,,,,,,,,,,,,,
,,,,,,DOS PALOS,1,,,,,,,,,,,,,,,,
,,,,,,WHITE SALMON,1,,,,,,,,,,,,,,,,
,,,,,,HAMILTON TOWNSAHIP,1,,,,,,,,,,,,,,,,
,,,,,,ISLAND LAKE,1,,,,,,,,,,,,,,,,
,,,,,,TEMPLE HILLS,1,,,,,,,,,,,,,,,,
,,,,,,SHELOCTA,1,,,,,,,,,,,,,,,,
,,,,,,BETHERSDA,1,,,,,,,,,,,,,,,,
,,,,,,ESONDIDO,1,,,,,,,,,,,,,,,,
,,,,,,BLADENSBURG,1,,,,,,,,,,,,,,,,
,,,,,,READING&NBSP;,1,,,,,,,,,,,,,,,,
,,,,,,ALBERQUERQUE,1,,,,,,,,,,,,,,,,
,,,,,,SOUTH FARGO,1,,,,,,,,,,,,,,,,
,,,,,,ST PAUL PARK,1,,,,,,,,,,,,,,,,
,,,,,,FAIRFIED,1,,,,,,,,,,,,,,,,
,,,,,,HILALEAH,1,,,,,,,,,,,,,,,,
,,,,,,",HELENA",1,,,,,,,,,,,,,,,,
,,,,,,FLORA,1,,,,,,,,,,,,,,,,
,,,,,,GRAND COULEE,1,,,,,,,,,,,,,,,,
,,,,,,ST. MICHAEL,1,,,,,,,,,,,,,,,,
,,,,,,"HOUSTON, TX 77046",1,,,,,,,,,,,,,,,,
,,,,,,BRUSH PRAIRIE,1,,,,,,,,,,,,,,,,
